participant,list,output_position,word,category,serial_position,list_group
13,13,11,SCORPION,INSECTS,6,late
13,13,12,BONGOS,INSTRUMENTS,9,late
13,13,13,ACCORDION,INSTRUMENTS,8,late
13,13,14,POPLAR,TREES,7,late
13,14,1,PINE,TREES,4,late
13,14,2,THERMOMETER,KITCHEN-RELATED,2,late
13,14,3,TAMBOURINE,INSTRUMENTS,13,late
13,14,4,MONTREAL,CITIES,14,late
13,14,5,HIP,BODY PARTS,16,late
13,14,6,PELVIS,BODY PARTS,3,late
13,14,7,PARIS,CITIES,4,late
13,14,8,PICCOLO,INSTRUMENTS,5,late
13,14,9,RULER,TOOLS,11,late
13,14,10,STOMACH,BODY PARTS,7,late
13,14,11,DALLAS,CITIES,10,late
13,14,12,ARMS,BODY PARTS,11,late
13,14,13,MUG,KITCHEN-RELATED,12,late
13,14,14,TUBA,INSTRUMENTS,8,late
13,14,15,OVEN,KITCHEN-RELATED,9,late
13,15,1,RHINOCEROS,MAMMALS,10,late
13,15,2,TERMITE,INSECTS,13,late
13,15,3,FOX,MAMMALS,14,late
13,15,4,RABBIT,MAMMALS,16,late
13,15,5,ALASKA,STATES,15,late
13,15,6,OHIO,STATES,12,late
13,15,7,PENNSYLVANIA,STATES,2,late
13,15,8,TEXAS,STATES,8,late
13,15,9,LLAMA,MAMMALS,11,late
13,15,10,RUTABAGA,VEGETABLES,9,late
13,15,11,OKRA,VEGETABLES,4,late
13,15,12,GINGER,VEGETABLES,5,late
13,15,13,PUMPKIN,VEGETABLES,6,late
13,15,14,WASP,INSECTS,7,late
13,15,15,BEETLE,INSECTS,1,late
13,15,16,BEETLE,INSECTS,1,late
14,0,1,ELEVATOR,BUILDING RELATED,12,early
14,0,2,FLOOR,BUILDING RELATED,11,early
14,0,3,GRIDDLE,KITCHEN-RELATED,4,early
14,0,4,CEILING,,4,early
14,0,5,PICKLE,VEGETABLES,5,early
14,0,6,DAHLIA,FLOWERS,16,early
14,1,1,TIGER,MAMMALS,2,early
14,1,2,TOOTH,BODY PARTS,1,early
14,1,3,PETUNIA,FLOWERS,7,early
14,1,4,CARNATION,FLOWERS,8,early
14,1,5,ALCOVE,BUILDING RELATED,10,early
14,1,6,HEART,BODY PARTS,15,early
14,1,7,FACE,BODY PARTS,16,early
14,1,8,EAR,BODY PARTS,13,early
14,2,1,BERLIN,CITIES,1,early
14,2,2,GERMANY,COUNTRIES,10,early
14,2,3,IRAN,COUNTRIES,12,early
14,2,4,SPINACH,VEGETABLES,13,early
14,2,5,ARTICHOKE,VEGETABLES,15,early
14,2,6,CAMISOLE,CLOTHING,1,early
14,3,1,HORSE,MAMMALS,4,early
14,3,2,MOUSE,MAMMALS,3,early
14,3,3,WINDOW,BUILDING RELATED,9,early
14,3,4,HALL,BUILDING RELATED,11,early
14,3,5,GLASS,KITCHEN-RELATED,15,early
14,3,6,SPATULA,KITCHEN-RELATED,16,early
14,3,7,DRUM,INSTRUMENTS,16,early
14,3,8,BEARING,,8,early
14,3,9,GUAVA,FRUITS,6,early
14,3,10,TANGELO,FRUITS,8,early
14,3,11,CORRIDOR,BUILDING RELATED,12,early
14,3,12,FLOOR,BUILDING RELATED,11,early
14,3,13,POT,KITCHEN-RELATED,13,early
14,3,14,REFRIGERATOR,KITCHEN-RELATED,14,early
14,4,1,ETHIOPIA,COUNTRIES,13,early
14,4,2,AUSTRALIA,COUNTRIES,14,early
14,4,3,POLAND,COUNTRIES,15,early
14,4,4,ROBE,CLOTHING,4,early
14,4,5,PIG,MAMMALS,7,early
14,4,6,ZEBRA,MAMMALS,5,early
14,4,7,CARROT,VEGETABLES,10,early
14,4,8,TROMBONE,INSTRUMENTS,3,early
14,4,9,BASS,INSTRUMENTS,1,early
14,4,10,VIOLA,INSTRUMENTS,2,early
14,5,1,MIXER,KITCHEN-RELATED,16,early
14,5,2,BELT,CLOTHING,1,early
14,5,3,SHIRT,CLOTHING,2,early
14,5,4,JUMPER,CLOTHING,3,early
14,5,5,BLOUSE,CLOTHING,4,early
14,5,6,WORM,INSECTS,15,early
14,5,7,EVERGREEN,TREES,8,early
14,5,8,ROBE,CLOTHING,4,early
14,6,1,TORONTO,CITIES,15,early
14,6,2,AZALEA,FLOWERS,15,early
14,6,3,MIAMI,CITIES,14,early
14,6,4,GOAT,MAMMALS,1,early
14,6,5,WOLF,MAMMALS,2,early
14,6,6,SHEEP,MAMMALS,3,early
14,6,7,PANTHER,MAMMALS,4,early
14,6,8,SQUASH,VEGETABLES,5,early
14,6,9,ZUCCHINI,VEGETABLES,6,early
14,6,10,SHOULDER,BODY PARTS,9,early
14,6,11,FOOT,BODY PARTS,10,early
14,6,12,KIDNEY,BODY PARTS,12,early
14,6,13,ELBOW,BODY PARTS,11,early
14,7,1,WASHER,TOOLS,9,early
14,7,2,NUTS,TOOLS,12,early
14,7,3,KUMQUAT,FRUITS,13,early
14,7,4,MANGO,FRUITS,14,early
14,7,5,NECTARINE,FRUITS,15,early
14,7,6,CALIFORNIA,STATES,1,early
14,7,7,VERMONT,STATES,2,early
14,7,8,WISCONSIN,STATES,3,early
14,7,9,HAWAII,STATES,4,early
14,7,10,VANCOUVER,CITIES,6,early
14,7,11,PHILADELPHIA,CITIES,5,early
14,7,12,TOKYO,CITIES,7,early
14,7,13,BANANA,FRUITS,16,early
14,8,1,LEMON,FRUITS,16,late
14,8,2,TOOTH,BODY PARTS,1,late
14,8,3,PANCREAS,BODY PARTS,8,late
14,8,4,MOOSE,MAMMALS,3,late
14,8,5,ELBOW,BODY PARTS,11,late
14,8,6,POMEGRANATE,FRUITS,11,late
14,9,1,MOSQUITO,INSECTS,6,late
14,9,2,BRA,CLOTHING,16,late
14,9,3,SYDNEY,CITIES,7,late
14,10,1,GOAT,MAMMALS,1,late
14,10,2,SCORPION,INSECTS,5,late
14,10,3,LARVA,INSECTS,6,late
14,11,1,BERLIN,CITIES,1,late
14,12,1,UTAH,STATES,7,late
14,12,2,MAINE,STATES,2,late
14,12,3,GIRL,,3,late
14,12,4,UNDERWEAR,CLOTHING,4,late
14,12,5,LILY,FLOWERS,5,late
14,13,1,TAMBOURINE,INSTRUMENTS,15,late
14,13,2,TRUMPET,INSTRUMENTS,9,late
14,13,3,ROME,CITIES,1,late
14,13,4,OLIVE,VEGETABLES,7,late
14,13,5,PELVIS,BODY PARTS,4,late
14,14,1,OHIO,STATES,4,late
14,14,2,PENNSYLVANIA,STATES,12,late
14,14,3,CHRYSALIS,INSECTS,3,late
14,14,4,WASP,INSECTS,5,late
14,14,5,GINGER,VEGETABLES,11,late
14,15,1,RASPBERRY,FRUITS,16,late
14,15,2,HONEYDEW,FRUITS,6,late
14,15,3,WIRE,TOOLS,11,late
14,15,4,SCREWS,TOOLS,9,late
14,15,5,WIRE,TOOLS,11,late
15,0,1,SCORPION,INSECTS,15,early
15,0,2,LARVA,INSECTS,16,early
15,0,3,WILLOW,TREES,11,early
15,0,4,POPLAR,TREES,10,early
15,0,5,ACCORDION,INSTRUMENTS,5,early
15,0,6,BONGOS,INSTRUMENTS,7,early
15,0,7,FINGER,BODY PARTS,1,early
15,0,8,LIP,BODY PARTS,2,early
15,0,9,ANKLE,BODY PARTS,3,early
15,1,1,IRAN,COUNTRIES,13,early
15,1,2,CUBA,COUNTRIES,15,early
15,1,3,GERMANY,COUNTRIES,14,early
15,1,4,EGYPT,COUNTRIES,16,early
15,1,5,MOOSE,MAMMALS,11,early
15,1,6,FURNACE,BUILDING RELATED,3,early
15,1,7,CHIMNEY,BUILDING RELATED,2,early
15,1,8,CLOSET,BUILDING RELATED,1,early
15,1,9,POTATO,VEGETABLES,6,early
15,1,10,ARTICHOKE,VEGETABLES,5,early
15,2,1,RASPBERRY,FRUITS,13,early
15,2,2,HONEYDEW,FRUITS,14,early
15,2,3,FIG,FRUITS,15,early
15,2,4,PLUM,FRUITS,16,early
15,2,5,CELLO,INSTRUMENTS,1,early
15,2,6,TEXAS,STATES,3,early
15,2,7,WEDGE,TOOLS,9,early
15,2,8,SCREWS,TOOLS,12,early
15,2,9,ELM,TREES,5,early
15,2,10,HICKORY,TREES,6,early
15,3,1,MANGO,FRUITS,13,early
15,3,2,BANANA,FRUITS,14,early
15,3,3,NECTARINE,FRUITS,15,early
15,3,4,KUMQUAT,FRUITS,16,early
15,3,5,CALIFORNIA,STATES,9,early
15,3,6,DRUM,INSTRUMENTS,7,early
15,3,7,WISCONSIN,STATES,11,early
15,3,8,JERUSALEM,CITIES,6,early
15,3,9,TOKYO,CITIES,7,early
15,3,10,VANCOUVER,CITIES,5,early
15,3,11,PHILADELPHIA,CITIES,8,early
15,3,12,WASHER,TOOLS,2,early
15,3,13,RULER,TOOLS,1,early
15,3,14,GLUE,TOOLS,3,early
15,3,15,KNIFE,KITCHEN-RELATED,9,early
15,4,1,BLENDER,KITCHEN-RELATED,13,early
15,4,2,COLANDER,KITCHEN-RELATED,14,early
15,4,3,CUP,KITCHEN-RELATED,15,early
15,4,4,MIXER,KITCHEN-RELATED,16,early
15,4,5,UKULELE,INSTRUMENTS,10,early
15,4,6,HARMONICA,INSTRUMENTS,9,early
15,4,7,MARIMBA,INSTRUMENTS,12,early
15,4,8,SHIRT,CLOTHING,8,early
15,4,9,JUMPER,CLOTHING,6,early
15,4,10,ROBE,CLOTHING,5,early
15,4,11,BELT,CLOTHING,7,early
15,5,1,MUG,KITCHEN-RELATED,13,early
15,5,2,THERMOMETER,KITCHEN-RELATED,15,early
15,5,3,BROILER,KITCHEN-RELATED,14,early
15,5,4,OVEN,KITCHEN-RELATED,16,early
15,5,5,TULIP,FLOWERS,12,early
15,5,6,TAMBOURINE,INSTRUMENTS,3,early
15,5,7,PICCOLO,INSTRUMENTS,2,early
15,5,8,TRUMPET,INSTRUMENTS,4,early
15,5,9,ROME,CITIES,11,early
15,5,10,PARIS,CITIES,10,early
15,5,11,PELVIS,BODY PARTS,5,early
15,5,12,STOMACH,BODY PARTS,7,early
15,6,1,HORNET,INSECTS,13,early
15,6,2,MANTIS,INSECTS,14,early
15,6,3,MOSQUITO,INSECTS,15,early
15,6,4,MILLIPEDE,INSECTS,16,early
15,6,5,EAR,BODY PARTS,8,early
15,6,6,SYDNEY,CITIES,12,early
15,6,7,COLE,,7,early
15,7,1,BARN,BUILDING RELATED,13,early
15,7,2,KITCHEN,BUILDING RELATED,14,early
15,7,3,ALCOVE,BUILDING RELATED,15,early
15,7,4,GAZEBO,BUILDING RELATED,16,early
15,7,5,CARNATION,FLOWERS,9,early
15,7,6,PETUNIA,FLOWERS,10,early
15,7,7,ROSE,FLOWERS,11,early
15,7,8,LIP,BODY PARTS,2,early
15,7,9,TIGER,MAMMALS,2,early
15,7,10,EPONYMOUS,,10,early
15,7,11,KNUCKLE,BODY PARTS,5,early
15,7,12,HEART,BODY PARTS,6,early
15,7,13,FACE,BODY PARTS,7,early
15,7,14,EAR,BODY PARTS,8,early
15,8,1,PENNSYLVANIA,STATES,13,late
15,8,2,OHIO,STATES,1,late
15,8,3,ALASKA,STATES,5,late
15,8,4,WASP,INSECTS,16,late
15,8,5,WORM,INSECTS,14,late
15,8,6,RABBIT,MAMMALS,2,late
15,8,7,RHINOCEROS,MAMMALS,11,late
15,9,1,DAHLIA,FLOWERS,11,late
15,9,2,CARNATION,FLOWERS,9,late
15,9,3,CAULIFLOWER,VEGETABLES,1,late
15,9,4,PICKLE,VEGETABLES,15,late
15,9,5,AZALEA,FLOWERS,3,late
15,10,1,CELERY,VEGETABLES,16,late
15,10,2,YAMS,VEGETABLES,11,late
15,10,3,MARACAS,INSTRUMENTS,3,late
15,10,4,BASS,INSTRUMENTS,6,late
15,10,5,ETHIOPIA,COUNTRIES,13,late
15,10,6,LION,MAMMALS,8,late
15,10,7,ELEPHANT,MAMMALS,12,late
15,11,1,KIWI,FRUITS,5,late
15,11,2,STRAWBERRY,FRUITS,6,late
15,11,3,JELL-O,,3,late
15,11,4,HORSE,MAMMALS,1,late
15,11,5,COW,MAMMALS,15,late
15,11,6,WINDOW,BUILDING RELATED,2,late
15,11,7,HALL,BUILDING RELATED,10,late
15,11,8,GLASS,KITCHEN-RELATED,12,late
15,11,9,SPATULA,KITCHEN-RELATED,7,late
15,11,10,DOOR,BUILDING RELATED,8,late
15,12,1,PANCREAS,BODY PARTS,16,late
15,12,2,FLORIDA,STATES,1,late
15,12,3,MICHIGAN,STATES,7,late
15,12,4,IOWA,STATES,6,late
15,13,1,CHISEL,TOOLS,15,late
15,13,2,BOLTS,TOOLS,9,late
15,13,3,SAW,TOOLS,10,late
15,13,4,PROTRACTOR,TOOLS,16,late
15,13,5,ENGLAND,COUNTRIES,5,late
15,13,6,FRANCE,COUNTRIES,14,late
15,13,7,SWITZERLAND,COUNTRIES,12,late
15,13,8,CLARINET,INSTRUMENTS,6,late
15,14,1,ARIZONA,STATES,16,late
15,14,2,UTAH,STATES,3,late
15,14,3,MONTANA,STATES,7,late
15,14,4,EAR,BODY PARTS,8,late
15,14,5,HAND,BODY PARTS,4,late
15,14,6,DRESS,CLOTHING,13,late
15,14,7,KNIFE,KITCHEN-RELATED,9,late
15,14,8,GIRDLE,CLOTHING,15,late
15,14,9,FORK,KITCHEN-RELATED,4,late
15,14,10,SKILLET,KITCHEN-RELATED,14,late
15,14,11,TOASTER,KITCHEN-RELATED,2,late
15,14,12,LILY,FLOWERS,5,late
15,14,13,NARCISSUS,FLOWERS,6,late
15,14,14,DAISY,FLOWERS,8,late
15,15,1,SHOULDER,BODY PARTS,14,late
15,15,2,ELBOW,BODY PARTS,12,late
15,15,3,STOCKHOLM,CITIES,13,late
15,15,4,TORONTO,CITIES,1,late
15,15,5,WOLF,MAMMALS,5,late
15,15,6,PANTHER,MAMMALS,7,late
16,0,1,GERMANY,COUNTRIES,3,early
16,0,2,CUBA,COUNTRIES,1,early
16,0,3,EGYPT,COUNTRIES,2,early
16,0,4,CLOSET,BUILDING RELATED,13,early
16,0,5,SPINACH,VEGETABLES,6,early
16,0,6,ARTICHOKE,VEGETABLES,7,early
16,0,7,CHIMNEY,BUILDING RELATED,15,early
16,0,8,CLOSET,BUILDING RELATED,13,early
16,0,9,CAMISOLE,CLOTHING,12,early
16,0,10,SUIT,CLOTHING,9,early
16,0,11,IRAN,COUNTRIES,4,early
16,0,12,POTATO,VEGETABLES,5,early
16,1,1,LEMON,FRUITS,13,early
16,1,2,POMEGRANATE,FRUITS,14,early
16,1,3,PEAR,FRUITS,15,early
16,1,4,CLEMENTINE,FRUITS,16,early
16,1,5,IOWA,STATES,9,early
16,1,6,KANSAS,STATES,11,early
16,1,7,MICHIGAN,STATES,12,early
16,1,8,FLORIDA,STATES,10,early
16,1,9,TONGUE,BODY PARTS,1,early
16,1,10,PANCREAS,BODY PARTS,2,early
16,1,11,MOOSE,MAMMALS,8,early
16,1,12,ANTELOPE,MAMMALS,6,early
16,1,13,RIB,BODY PARTS,4,early
16,2,1,GIRDLE,CLOTHING,13,early
16,2,2,PLANT,,2,early
16,2,3,PANTS,CLOTHING,14,early
16,2,4,DRESS,CLOTHING,15,early
16,2,5,DAISY,FLOWERS,10,early
16,2,6,LILY,FLOWERS,12,early
16,2,7,SUNFLOWER,FLOWERS,11,early
16,2,8,NARCISSUS,FLOWERS,9,early
16,2,9,UTAH,STATES,5,early
16,2,10,ARIZONA,STATES,6,early
16,2,11,MONTANA,STATES,8,early
16,2,12,KNIFE,KITCHEN-RELATED,1,early
16,2,13,TOASTER,KITCHEN-RELATED,2,early
16,3,1,TROUSERS,CLOTHING,13,early
16,3,2,SWEATER,CLOTHING,14,early
16,3,3,BRA,CLOTHING,15,early
16,3,4,MANTIS,INSECTS,12,early
16,3,5,MILLIPEDE,INSECTS,9,early
16,3,6,RENO,CITIES,7,early
16,3,7,BERLIN,CITIES,5,early
16,3,8,CHICAGO,CITIES,6,early
16,3,9,SYCAMORE,TREES,1,early
16,3,10,TIGER,MAMMALS,8,early
16,3,11,CEDAR,TREES,3,early
16,3,12,CENTIPEDE,,12,early
16,4,1,GOAT,MAMMALS,13,early
16,4,2,PANTHER,MAMMALS,14,early
16,4,3,SHEEP,MAMMALS,15,early
16,4,4,WOLF,MAMMALS,16,early
16,4,5,KIDNEY,BODY PARTS,6,early
16,4,6,SHOULDER,BODY PARTS,7,early
16,4,7,ELBOW,BODY PARTS,5,early
16,4,8,BOMBAY,CITIES,9,early
16,4,9,ZUCCHINI,VEGETABLES,3,early
16,4,10,OLIVE,VEGETABLES,4,early
16,4,11,AUBURN,,11,early
16,5,1,PARIS,CITIES,14,early
16,5,2,DALLAS,CITIES,15,early
16,5,3,MONTREAL,CITIES,16,early
16,5,4,TUBA,INSTRUMENTS,11,early
16,5,5,TRUMPET,INSTRUMENTS,12,early
16,5,6,PICCOLO,INSTRUMENTS,10,early
16,5,7,OVEN,KITCHEN-RELATED,4,early
16,5,8,BROILER,KITCHEN-RELATED,1,early
16,5,9,STOMACH,BODY PARTS,5,early
16,5,10,ARMS,BODY PARTS,6,early
16,5,11,TAMBOURINE,INSTRUMENTS,9,early
16,6,1,CORRIDOR,BUILDING RELATED,13,early
16,6,2,DOOR,BUILDING RELATED,16,early
16,6,3,WINDOW,BUILDING RELATED,14,early
16,6,4,HALL,BUILDING RELATED,15,early
16,6,5,REFRIGERATOR,KITCHEN-RELATED,9,early
16,6,6,GLASS,KITCHEN-RELATED,10,early
16,6,7,POT,KITCHEN-RELATED,11,early
16,6,8,GUAVA,FRUITS,5,early
16,6,9,KIWI,FRUITS,6,early
16,6,10,STRAWBERRY,FRUITS,8,early
16,6,11,HORSE,MAMMALS,2,early
16,6,12,MOUSE,MAMMALS,1,early
16,6,13,COW,MAMMALS,4,early
16,7,1,CALIFORNIA,STATES,13,early
16,7,2,WISCONSIN,STATES,14,early
16,7,3,VERMONT,STATES,15,early
16,7,4,HAWAII,STATES,16,early
16,7,5,NUTS,TOOLS,8,early
16,7,6,KUMQUAT,FRUITS,11,early
16,7,7,NECTARINE,FRUITS,12,early
16,7,8,WASHER,TOOLS,6,early
16,7,9,GLUE,TOOLS,5,early
16,8,1,PENNSYLVANIA,STATES,16,late
16,8,2,RUTABAGA,VEGETABLES,13,late
16,8,3,CHRYSALIS,INSECTS,11,late
16,8,4,TERMITE,INSECTS,5,late
16,8,5,BEETLE,INSECTS,6,late
16,8,6,OKRA,VEGETABLES,15,late
16,9,1,JUMPER,CLOTHING,13,late
16,9,2,SHIRT,CLOTHING,14,late
16,9,3,COLANDER,KITCHEN-RELATED,16,late
16,9,4,EVERGREEN,TREES,8,late
16,9,5,SPRUCE,TREES,11,late
16,9,6,OAK,TREES,4,late
16,10,1,HAMMER,TOOLS,14,late
16,10,2,WEDGE,TOOLS,9,late
16,10,3,SCREWS,TOOLS,15,late
16,10,4,HONEYDEW,FRUITS,16,late
16,10,5,ELM,TREES,12,late
16,10,6,MAPLE,TREES,11,late
16,10,7,PLUM,FRUITS,1,late
16,10,8,TRIANGLE,INSTRUMENTS,3,late
16,11,1,ACCORDION,INSTRUMENTS,1,late
16,11,2,LARVA,INSECTS,13,late
16,11,3,ANKLE,BODY PARTS,14,late
16,11,4,LIP,BODY PARTS,15,late
16,11,5,HAND,BODY PARTS,2,late
16,11,6,ASH,TREES,4,late
16,11,7,BONGOS,INSTRUMENTS,3,late
16,11,8,GUITAR,INSTRUMENTS,5,late
16,12,1,YAMS,VEGETABLES,16,late
16,12,2,CARROT,VEGETABLES,10,late
16,12,3,ETHIOPIA,COUNTRIES,2,late
16,12,4,AUSTRALIA,COUNTRIES,11,late
16,12,5,VIOLA,INSTRUMENTS,9,late
16,12,6,BASS,INSTRUMENTS,12,late
16,12,7,POLAND,COUNTRIES,5,late
16,13,1,FERRET,MAMMALS,16,late
16,13,2,CAT,MAMMALS,1,late
16,13,3,BOLTS,TOOLS,13,late
16,13,4,PROTRACTOR,TOOLS,9,late
16,13,5,SAW,TOOLS,8,late
16,13,6,CHINA,,6,late
16,13,7,SWITZERLAND,COUNTRIES,4,late
16,13,8,LEOPARD,MAMMALS,14,late
16,14,1,LOG,FLOWERS,12,late
16,14,2,STRAINER,KITCHEN-RELATED,13,late
16,14,3,BUTTERCUP,FLOWERS,14,late
16,14,4,AZALEA,FLOWERS,7,late
16,14,5,DAHLIA,FLOWERS,5,late
16,14,6,PICKLE,VEGETABLES,4,late
16,14,7,CAULIFLOWER,VEGETABLES,1,late
16,14,8,CUCUMBER,,8,late
16,15,1,EAR,BODY PARTS,12,late
16,15,2,KITCHEN,BUILDING RELATED,16,late
16,15,3,ALCOVE,BUILDING RELATED,15,late
16,15,4,DONKEY,MAMMALS,1,late
16,15,5,TIGER,MAMMALS,8,late
16,15,6,DOG,MAMMALS,5,late
16,15,7,CARNATION,FLOWERS,4,late
16,15,8,ROSE,FLOWERS,11,late
16,15,9,DONKEY,MAMMALS,1,late
17,0,1,TOOTH,BODY PARTS,1,early
17,0,2,PETUNIA,FLOWERS,2,early
17,0,3,ROSE,FLOWERS,3,early
17,0,4,HEART,BODY PARTS,13,early
17,0,5,DOG,MAMMALS,5,early
17,0,6,HIPPOPOTAMUS,MAMMALS,8,early
17,0,7,ALCOVE,BUILDING RELATED,9,early
17,0,8,GAZEBO,BUILDING RELATED,11,early
17,0,9,CARNATION,FLOWERS,4,early
17,1,1,HONEYDEW,FRUITS,16,early
17,1,2,TRIANGLE,INSTRUMENTS,1,early
17,1,3,HAMMER,TOOLS,8,early
17,1,4,HONEYDEW,FRUITS,16,early
17,1,5,PINE,TREES,11,early
17,1,6,ELM,TREES,12,early
17,2,1,WINDOW,BUILDING RELATED,15,early
17,2,2,GLASS,KITCHEN-RELATED,5,early
17,2,3,CORRIDOR,BUILDING RELATED,13,early
17,2,4,DOOR,BUILDING RELATED,14,early
17,2,5,STRAWBERRY,FRUITS,4,early
17,2,6,SPATULA,KITCHEN-RELATED,8,early
17,2,7,TANGELO,FRUITS,3,early
17,3,1,ETHIOPIA,COUNTRIES,14,early
17,3,2,AUSTRALIA,COUNTRIES,15,early
17,3,3,ITALY,COUNTRIES,16,early
17,3,4,ZEBRA,MAMMALS,9,early
17,3,5,VIOLA,INSTRUMENTS,8,early
17,3,6,LIP,BODY PARTS,4,early
17,3,7,ELEPHANT,MAMMALS,11,early
17,3,8,TROMBONE,INSTRUMENTS,6,early
17,3,9,MARACAS,INSTRUMENTS,7,early
17,3,10,BASS,INSTRUMENTS,5,early
17,4,1,WISCONSIN,STATES,1,early
17,4,2,HAWAII,STATES,3,early
17,4,3,VERMONT,STATES,2,early
17,4,4,TOKYO,CITIES,15,early
17,4,5,JERUSALEM,CITIES,13,early
17,4,6,WASHER,TOOLS,10,early
17,5,1,MONTANA,STATES,9,early
17,5,2,ARIZONA,STATES,10,early
17,5,3,SKILLET,KITCHEN-RELATED,15,early
17,5,4,FORK,KITCHEN-RELATED,13,early
17,5,5,KNIFE,KITCHEN-RELATED,14,early
17,5,6,NARCISSUS,FLOWERS,1,early
17,5,7,DAISY,FLOWERS,2,early
17,5,8,TULIP,FLOWERS,1,early
17,5,9,SUNFLOWER,FLOWERS,3,early
17,5,10,PANTS,CLOTHING,5,early
17,6,1,GOAT,MAMMALS,13,early
17,6,2,PANTHER,MAMMALS,14,early
17,6,3,SQUASH,VEGETABLES,2,early
17,6,4,STOCKHOLM,CITIES,5,early
17,7,1,FACE,BODY PARTS,16,early
17,7,2,PARIS,CITIES,1,early
17,7,3,DALLAS,CITIES,2,early
17,7,4,ROME,CITIES,3,early
17,7,5,MONTREAL,CITIES,4,early
17,7,6,TRUMPET,INSTRUMENTS,5,early
17,7,7,TUBA,INSTRUMENTS,6,early
17,7,8,PICCOLO,INSTRUMENTS,7,early
17,7,9,TAMBOURINE,INSTRUMENTS,8,early
17,8,1,WASP,INSECTS,1,late
17,8,2,RABBIT,MAMMALS,2,late
17,8,3,TEXAS,STATES,13,late
17,8,4,RUTABAGA,VEGETABLES,4,late
17,8,5,PENNSYLVANIA,STATES,14,late
17,9,1,FOUNDATION,BUILDING RELATED,16,late
17,9,2,FERRET,MAMMALS,16,late
17,9,3,FLOOR,BUILDING RELATED,11,late
17,9,4,BROCCOLI,VEGETABLES,3,late
17,9,5,ONION,VEGETABLES,2,late
17,9,6,SAUCER,KITCHEN-RELATED,6,late
17,9,7,CAULIFLOWER,VEGETABLES,14,late
17,10,1,SHIRT,CLOTHING,3,late
17,10,2,EVERGREEN,TREES,5,late
17,10,3,ROAD,,3,late
17,10,4,HARMONICA,INSTRUMENTS,1,late
17,10,5,MARIMBA,INSTRUMENTS,13,late
17,10,6,MIXER,KITCHEN-RELATED,2,late
17,10,7,JUMPER,CLOTHING,14,late
17,10,8,COTTONWOOD,TREES,12,late
17,10,9,SPRUCE,TREES,10,late
17,10,10,OAK,TREES,4,late
17,11,1,ROSE,FLOWERS,3,late
17,11,2,JACKET,CLOTHING,2,late
17,11,3,EGYPT,COUNTRIES,3,late
17,11,4,SUIT,CLOTHING,7,late
17,11,5,SPINACH,VEGETABLES,15,late
17,11,6,ARTICHOKE,VEGETABLES,10,late
17,11,7,GARLIC,VEGETABLES,11,late
17,11,8,GERMANY,COUNTRIES,16,late
17,11,9,CUBA,COUNTRIES,9,late
17,11,10,POTATO,VEGETABLES,12,late
17,11,11,LOBBY,BUILDING RELATED,5,late
17,11,12,CHIMNEY,BUILDING RELATED,4,late
17,11,13,FURNACE,BUILDING RELATED,8,late
17,11,14,CAMISOLE,CLOTHING,14,late
17,12,1,FINGER,BODY PARTS,1,late
17,12,2,XYLOPHONE,INSTRUMENTS,2,late
17,12,3,MONARCH,INSECTS,3,late
17,12,4,LIPS,,4,late
17,12,5,ANKLE,BODY PARTS,5,late
17,12,6,SCORPION,INSECTS,10,late
17,12,7,WORM,INSECTS,11,late
17,12,8,HAND,BODY PARTS,9,late
17,12,9,LARVA,INSECTS,13,late
17,12,10,EUCALYPTUS,TREES,6,late
17,12,11,WILLOW,TREES,7,late
17,12,12,GUITAR,INSTRUMENTS,15,late
17,13,1,BERLIN,CITIES,6,late
17,13,2,SYDNEY,CITIES,9,late
17,13,3,RENO,CITIES,5,late
17,13,4,CHICAGO,CITIES,11,late
17,13,5,HORNET,INSECTS,7,late
17,13,6,MILLIPEDE,INSECTS,10,late
17,13,7,MOSQUITO,INSECTS,1,late
17,13,8,BRA,CLOTHING,15,late
17,13,9,MANTIS,INSECTS,12,late
17,13,10,SYCAMORE,TREES,13,late
17,14,1,CAT,MAMMALS,1,late
17,14,2,KAZOO,INSTRUMENTS,4,late
17,14,3,LEOPARD,MAMMALS,6,late
17,14,4,SWITZERLAND,COUNTRIES,5,late
17,14,5,CHISEL,TOOLS,11,late
17,14,6,DRUM,INSTRUMENTS,10,late
17,14,7,PROTRACTOR,TOOLS,12,late
17,14,8,FERRET,MAMMALS,16,late
17,14,9,FRANCE,COUNTRIES,9,late
17,14,10,JAPAN,COUNTRIES,8,late
17,14,11,CLARINET,INSTRUMENTS,15,late
17,14,12,PIANO,INSTRUMENTS,14,late
17,15,1,PANCREAS,BODY PARTS,9,late
17,15,2,MOOSE,MAMMALS,10,late
17,15,3,RIBS,,3,late
17,15,4,MONKEY,MAMMALS,3,late
17,15,5,TOOTH,BODY PARTS,1,late
17,15,6,IOWA,STATES,2,late
17,15,7,CLEMENTINE,FRUITS,7,late
17,15,8,LEMON,FRUITS,4,late
18,0,1,ITALY,COUNTRIES,1,early
18,0,2,POLAND,COUNTRIES,2,early
18,0,3,AUSTRALIA,COUNTRIES,3,early
18,0,4,ETHIOPIA,COUNTRIES,4,early
18,0,5,LETTUCE,VEGETABLES,6,early
18,0,6,LAMB,,6,early
18,0,7,YAMS,VEGETABLES,7,early
18,0,8,CELERY,VEGETABLES,8,early
18,0,9,LION,MAMMALS,9,early
18,0,10,ZEBRA,MAMMALS,12,early
